carriers,locs,techs,timesteps,carrier_prod
Power,CSUD,Hydrodam_PP_ex,2019-04-03 15:00:00,183173.90790000002
Power,CSUD,Hydrodam_PP_ex,2019-04-03 16:00:00,181882.197295
Power,CSUD,Hydrodam_PP_ex,2019-04-03 17:00:00,180805.627569
Power,CSUD,Hydrodam_PP_ex,2019-04-03 18:00:00,176536.247122
Power,CSUD,Hydrodam_PP_ex,2019-04-03 19:00:00,174542.014983
Power,CSUD,Hydrodam_PP_ex,2019-04-03 20:00:00,174415.097893
Power,CSUD,Hydrodam_PP_ex,2019-04-03 21:00:00,174355.473941
Power,CSUD,Hydrodam_PP_ex,2019-04-03 22:00:00,174043.00218500002
Power,CSUD,Hydrodam_PP_ex,2019-04-03 23:00:00,174043.00218500002
Power,CSUD,Hydroror_PP_ex,2019-04-01 00:00:00,361128.92984
Power,CSUD,Hydroror_PP_ex,2019-04-01 01:00:00,361370.89625
Power,CSUD,Hydroror_PP_ex,2019-04-01 02:00:00,361058.75253
Power,CSUD,Hydroror_PP_ex,2019-04-01 03:00:00,360836.70805
Power,CSUD,Hydroror_PP_ex,2019-04-01 04:00:00,359859.04682000005
Power,CSUD,Hydroror_PP_ex,2019-04-01 05:00:00,359325.28638999996
Power,CSUD,Hydroror_PP_ex,2019-04-01 06:00:00,359163.13804
Power,CSUD,Hydroror_PP_ex,2019-04-01 07:00:00,358708.04074
Power,CSUD,Hydroror_PP_ex,2019-04-01 08:00:00,358463.18382000003
Power,CSUD,Hydroror_PP_ex,2019-04-01 09:00:00,360354.68721
Power,CSUD,Hydroror_PP_ex,2019-04-01 10:00:00,365886.54662000004
Power,CSUD,Hydroror_PP_ex,2019-04-01 11:00:00,382334.33399
Power,CSUD,Hydroror_PP_ex,2019-04-01 12:00:00,400239.97622
Power,CSUD,Hydroror_PP_ex,2019-04-01 13:00:00,405622.42335999996
Power,CSUD,Hydroror_PP_ex,2019-04-01 14:00:00,408102.74554
Power,CSUD,Hydroror_PP_ex,2019-04-01 15:00:00,380411.16876000003
Power,CSUD,Hydroror_PP_ex,2019-04-01 16:00:00,368308.52303000004
Power,CSUD,Hydroror_PP_ex,2019-04-01 17:00:00,365769.07255
Power,CSUD,Hydroror_PP_ex,2019-04-01 18:00:00,359307.27497
Power,CSUD,Hydroror_PP_ex,2019-04-01 19:00:00,358620.15728
Power,CSUD,Hydroror_PP_ex,2019-04-01 20:00:00,359331.94794000004
Power,CSUD,Hydroror_PP_ex,2019-04-01 21:00:00,364694.07821
Power,CSUD,Hydroror_PP_ex,2019-04-01 22:00:00,362294.83388
Power,CSUD,Hydroror_PP_ex,2019-04-01 23:00:00,364890.77694999997
Power,CSUD,Hydroror_PP_ex,2019-04-02 00:00:00,364481.83177
Power,CSUD,Hydroror_PP_ex,2019-04-02 01:00:00,357140.73115
Power,CSUD,Hydroror_PP_ex,2019-04-02 02:00:00,356553.18832
Power,CSUD,Hydroror_PP_ex,2019-04-02 03:00:00,358430.51993
Power,CSUD,Hydroror_PP_ex,2019-04-02 04:00:00,354620.55972
Power,CSUD,Hydroror_PP_ex,2019-04-02 05:00:00,354325.72574
Power,CSUD,Hydroror_PP_ex,2019-04-02 06:00:00,355553.16349
Power,CSUD,Hydroror_PP_ex,2019-04-02 07:00:00,354396.06475
Power,CSUD,Hydroror_PP_ex,2019-04-02 08:00:00,354429.23677
Power,CSUD,Hydroror_PP_ex,2019-04-02 09:00:00,368533.90784
Power,CSUD,Hydroror_PP_ex,2019-04-02 10:00:00,368446.15226999996
Power,CSUD,Hydroror_PP_ex,2019-04-02 11:00:00,376565.3136
Power,CSUD,Hydroror_PP_ex,2019-04-02 12:00:00,375524.18413999997
Power,CSUD,Hydroror_PP_ex,2019-04-02 13:00:00,386585.2452
Power,CSUD,Hydroror_PP_ex,2019-04-02 14:00:00,376042.07788
Power,CSUD,Hydroror_PP_ex,2019-04-02 15:00:00,381670.2806
Power,CSUD,Hydroror_PP_ex,2019-04-02 16:00:00,369563.10923
Power,CSUD,Hydroror_PP_ex,2019-04-02 17:00:00,376094.09138
Power,CSUD,Hydroror_PP_ex,2019-04-02 18:00:00,373751.73899
Power,CSUD,Hydroror_PP_ex,2019-04-02 19:00:00,356935.36381999997
Power,CSUD,Hydroror_PP_ex,2019-04-02 20:00:00,353829.85799
Power,CSUD,Hydroror_PP_ex,2019-04-02 21:00:00,356924.18789999996
Power,CSUD,Hydroror_PP_ex,2019-04-02 22:00:00,363104.81319
Power,CSUD,Hydroror_PP_ex,2019-04-02 23:00:00,354485.28395
Power,CSUD,Hydroror_PP_ex,2019-04-03 00:00:00,349380.31499
Power,CSUD,Hydroror_PP_ex,2019-04-03 01:00:00,349167.86863
Power,CSUD,Hydroror_PP_ex,2019-04-03 02:00:00,348685.05546
Power,CSUD,Hydroror_PP_ex,2019-04-03 03:00:00,348622.66964000004
Power,CSUD,Hydroror_PP_ex,2019-04-03 04:00:00,348354.57447
Power,CSUD,Hydroror_PP_ex,2019-04-03 05:00:00,348136.7435
Power,CSUD,Hydroror_PP_ex,2019-04-03 06:00:00,347500.05857
Power,CSUD,Hydroror_PP_ex,2019-04-03 07:00:00,348062.7192
Power,CSUD,Hydroror_PP_ex,2019-04-03 08:00:00,348752.4873
Power,CSUD,Hydroror_PP_ex,2019-04-03 09:00:00,347766.57104
Power,CSUD,Hydroror_PP_ex,2019-04-03 10:00:00,347100.60518
Power,CSUD,Hydroror_PP_ex,2019-04-03 11:00:00,346761.82555
Power,CSUD,Hydroror_PP_ex,2019-04-03 12:00:00,346464.67289
Power,CSUD,Hydroror_PP_ex,2019-04-03 13:00:00,346040.25938999996
Power,CSUD,Hydroror_PP_ex,2019-04-03 14:00:00,345056.38006
Power,CSUD,Hydroror_PP_ex,2019-04-03 15:00:00,347684.88363
Power,CSUD,Hydroror_PP_ex,2019-04-03 16:00:00,350545.10281
Power,CSUD,Hydroror_PP_ex,2019-04-03 17:00:00,345343.16186999995
Power,CSUD,Hydroror_PP_ex,2019-04-03 18:00:00,344407.50638
Power,CSUD,Hydroror_PP_ex,2019-04-03 19:00:00,344253.34895
Power,CSUD,Hydroror_PP_ex,2019-04-03 20:00:00,343766.96956
Power,CSUD,Hydroror_PP_ex,2019-04-03 21:00:00,343616.88305
Power,CSUD,Hydroror_PP_ex,2019-04-03 22:00:00,343561.69532999996
Power,CSUD,Hydroror_PP_ex,2019-04-03 23:00:00,343499.07039
Power,CSUD,Oil_PP_ex,2019-04-01 00:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 01:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 02:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 03:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 04:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 05:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 06:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 07:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 08:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 09:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 10:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 11:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 12:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 13:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-01 14:00:00,375675.09851571417
Power,CSUD,Oil_PP_ex,2019-04-01 15:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 16:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 17:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 18:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 19:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 20:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 21:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 22:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-01 23:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 00:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 01:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 02:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 03:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 04:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 05:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 06:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 07:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 08:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 09:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 10:00:00,540475.2562087406
Power,CSUD,Oil_PP_ex,2019-04-02 11:00:00,120750.77253440022
Power,CSUD,Oil_PP_ex,2019-04-02 12:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-02 13:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-02 14:00:00,0.0
Power,CSUD,Oil_PP_ex,2019-04-02 15:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 16:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 17:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 18:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 19:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 20:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 21:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 22:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-02 23:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 00:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 01:00:00,898336.0389347118
Power,CSUD,Oil_PP_ex,2019-04-03 02:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 03:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 04:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 05:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 06:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 07:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 08:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 09:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 10:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 11:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 12:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 13:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 14:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 15:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 16:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 17:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 18:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 19:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 20:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 21:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 22:00:00,900000.0
Power,CSUD,Oil_PP_ex,2019-04-03 23:00:00,900000.0
Power,CSUD,PHS_PP_ex,2019-04-01 00:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 01:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 02:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 03:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 04:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 05:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 06:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 07:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 08:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 09:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 10:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 11:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 12:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 13:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 14:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 15:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 16:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 17:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 18:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 19:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 20:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 21:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 22:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-01 23:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 00:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 01:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 02:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 03:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 04:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 05:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 06:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 07:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 08:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 09:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 10:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 11:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 12:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 13:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 14:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 15:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 16:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 17:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 18:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 19:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 20:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 21:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 22:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-02 23:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 00:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 01:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 02:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 03:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 04:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 05:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 06:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 07:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 08:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 09:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 10:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 11:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 12:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 13:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 14:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 15:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 16:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 17:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 18:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 19:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 20:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 21:00:00,0.0
Power,CSUD,PHS_PP_ex,2019-04-03 22:00:00,13.96506896894895
Power,CSUD,PHS_PP_ex,2019-04-03 23:00:00,0.17078162798775004
Power,CSUD,PV_PP_ex,2019-04-01 00:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 01:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 02:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 03:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 04:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 05:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 06:00:00,46880.0
Power,CSUD,PV_PP_ex,2019-04-01 07:00:00,234400.0
Power,CSUD,PV_PP_ex,2019-04-01 08:00:00,491068.0
Power,CSUD,PV_PP_ex,2019-04-01 09:00:00,692652.0
Power,CSUD,PV_PP_ex,2019-04-01 10:00:00,774692.0
Power,CSUD,PV_PP_ex,2019-04-01 11:00:00,750080.0
Power,CSUD,PV_PP_ex,2019-04-01 12:00:00,658664.0000000001
Power,CSUD,PV_PP_ex,2019-04-01 13:00:00,526228.0
Power,CSUD,PV_PP_ex,2019-04-01 14:00:00,398480.0
Power,CSUD,PV_PP_ex,2019-04-01 15:00:00,285968.0
Power,CSUD,PV_PP_ex,2019-04-01 16:00:00,160564.0
Power,CSUD,PV_PP_ex,2019-04-01 17:00:00,45708.0
Power,CSUD,PV_PP_ex,2019-04-01 18:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 19:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 20:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 21:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 22:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-01 23:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 00:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 01:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 02:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 03:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 04:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 05:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 06:00:00,21096.0
Power,CSUD,PV_PP_ex,2019-04-02 07:00:00,91416.0
Power,CSUD,PV_PP_ex,2019-04-02 08:00:00,193380.0
Power,CSUD,PV_PP_ex,2019-04-02 09:00:00,315268.0
Power,CSUD,PV_PP_ex,2019-04-02 10:00:00,428952.0
Power,CSUD,PV_PP_ex,2019-04-02 11:00:00,488724.0
Power,CSUD,PV_PP_ex,2019-04-02 12:00:00,480520.0
Power,CSUD,PV_PP_ex,2019-04-02 13:00:00,416060.0
Power,CSUD,PV_PP_ex,2019-04-02 14:00:00,321128.0
Power,CSUD,PV_PP_ex,2019-04-02 15:00:00,219164.0
Power,CSUD,PV_PP_ex,2019-04-02 16:00:00,117200.0
Power,CSUD,PV_PP_ex,2019-04-02 17:00:00,33988.0
Power,CSUD,PV_PP_ex,2019-04-02 18:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 19:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 20:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 21:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 22:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-02 23:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 00:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 01:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 02:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 03:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 04:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 05:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 06:00:00,18752.0
Power,CSUD,PV_PP_ex,2019-04-03 07:00:00,108996.0
Power,CSUD,PV_PP_ex,2019-04-03 08:00:00,274248.0
Power,CSUD,PV_PP_ex,2019-04-03 09:00:00,349256.0
Power,CSUD,PV_PP_ex,2019-04-03 10:00:00,406683.99999999994
Power,CSUD,PV_PP_ex,2019-04-03 11:00:00,448876.0
Power,CSUD,PV_PP_ex,2019-04-03 12:00:00,496928.0
Power,CSUD,PV_PP_ex,2019-04-03 13:00:00,445360.0
Power,CSUD,PV_PP_ex,2019-04-03 14:00:00,324644.0
Power,CSUD,PV_PP_ex,2019-04-03 15:00:00,296516.0
Power,CSUD,PV_PP_ex,2019-04-03 16:00:00,193380.0
Power,CSUD,PV_PP_ex,2019-04-03 17:00:00,63288.0
Power,CSUD,PV_PP_ex,2019-04-03 18:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 19:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 20:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 21:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 22:00:00,0.0
Power,CSUD,PV_PP_ex,2019-04-03 23:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 00:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 01:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 02:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 03:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 04:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 05:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 06:00:00,96000.0
Power,CSUD,PV_roof_ex,2019-04-01 07:00:00,480000.0
Power,CSUD,PV_roof_ex,2019-04-01 08:00:00,1005600.0
Power,CSUD,PV_roof_ex,2019-04-01 09:00:00,1418400.0
Power,CSUD,PV_roof_ex,2019-04-01 10:00:00,1586400.0
Power,CSUD,PV_roof_ex,2019-04-01 11:00:00,1536000.0
Power,CSUD,PV_roof_ex,2019-04-01 12:00:00,1348800.0000000002
Power,CSUD,PV_roof_ex,2019-04-01 13:00:00,1077600.0
Power,CSUD,PV_roof_ex,2019-04-01 14:00:00,816000.0000000001
Power,CSUD,PV_roof_ex,2019-04-01 15:00:00,585600.0
Power,CSUD,PV_roof_ex,2019-04-01 16:00:00,328800.0
Power,CSUD,PV_roof_ex,2019-04-01 17:00:00,93600.0
Power,CSUD,PV_roof_ex,2019-04-01 18:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 19:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 20:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 21:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 22:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-01 23:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 00:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 01:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 02:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 03:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 04:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 05:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 06:00:00,43200.0
Power,CSUD,PV_roof_ex,2019-04-02 07:00:00,187200.0
Power,CSUD,PV_roof_ex,2019-04-02 08:00:00,396000.0
Power,CSUD,PV_roof_ex,2019-04-02 09:00:00,645600.0
Power,CSUD,PV_roof_ex,2019-04-02 10:00:00,878400.0
Power,CSUD,PV_roof_ex,2019-04-02 11:00:00,1000800.0
Power,CSUD,PV_roof_ex,2019-04-02 12:00:00,983999.9999999999
Power,CSUD,PV_roof_ex,2019-04-02 13:00:00,852000.0
Power,CSUD,PV_roof_ex,2019-04-02 14:00:00,657600.0
Power,CSUD,PV_roof_ex,2019-04-02 15:00:00,448800.0
Power,CSUD,PV_roof_ex,2019-04-02 16:00:00,240000.0
Power,CSUD,PV_roof_ex,2019-04-02 17:00:00,69600.0
Power,CSUD,PV_roof_ex,2019-04-02 18:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 19:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 20:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 21:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 22:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-02 23:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 00:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 01:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 02:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 03:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 04:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 05:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 06:00:00,38400.0
Power,CSUD,PV_roof_ex,2019-04-03 07:00:00,223200.0
Power,CSUD,PV_roof_ex,2019-04-03 08:00:00,561600.0
Power,CSUD,PV_roof_ex,2019-04-03 09:00:00,715200.0
Power,CSUD,PV_roof_ex,2019-04-03 10:00:00,832799.9999999999
Power,CSUD,PV_roof_ex,2019-04-03 11:00:00,919200.0
Power,CSUD,PV_roof_ex,2019-04-03 12:00:00,1017600.0
Power,CSUD,PV_roof_ex,2019-04-03 13:00:00,912000.0
Power,CSUD,PV_roof_ex,2019-04-03 14:00:00,664800.0
Power,CSUD,PV_roof_ex,2019-04-03 15:00:00,607200.0
Power,CSUD,PV_roof_ex,2019-04-03 16:00:00,396000.0
Power,CSUD,PV_roof_ex,2019-04-03 17:00:00,129600.0
Power,CSUD,PV_roof_ex,2019-04-03 18:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 19:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 20:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 21:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 22:00:00,0.0
Power,CSUD,PV_roof_ex,2019-04-03 23:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 00:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 01:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 02:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 03:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 04:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 05:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 06:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 07:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 08:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 09:00:00,6076.165509930346
Power,CSUD,Trans:CNOR,2019-04-01 10:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 11:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 12:00:00,678135.5221448758
Power,CSUD,Trans:CNOR,2019-04-01 13:00:00,919772.0297824397
Power,CSUD,Trans:CNOR,2019-04-01 14:00:00,618599.8556629879
Power,CSUD,Trans:CNOR,2019-04-01 15:00:00,87821.74261389687
Power,CSUD,Trans:CNOR,2019-04-01 16:00:00,0.0
Power,CSUD,Trans:CNOR,2019-04-01 17:00:00,0.0
