carriers,locs,techs,timesteps,carrier_con
Power,CSUD,Trans:SARD,2019-04-03 08:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 09:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 10:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 11:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 12:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 13:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 14:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 15:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 16:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 17:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 18:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 19:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 20:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 21:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 22:00:00,0.0
Power,CSUD,Trans:SARD,2019-04-03 23:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 00:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 01:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 02:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 03:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 04:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 05:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 06:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 07:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 08:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 09:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 10:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 11:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 12:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 13:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 14:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 15:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 16:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 17:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 18:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 19:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 20:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 21:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 22:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-01 23:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 00:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 01:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 02:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 03:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 04:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 05:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 06:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 07:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 08:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 09:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 10:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 11:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 12:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 13:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 14:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 15:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 16:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 17:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 18:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 19:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 20:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 21:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 22:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-02 23:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 00:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 01:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 02:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 03:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 04:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 05:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 06:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 07:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 08:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 09:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 10:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 11:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 12:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 13:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 14:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 15:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 16:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 17:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 18:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 19:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 20:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 21:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 22:00:00,0.0
Power,CSUD,Trans:SUD,2019-04-03 23:00:00,0.0
Power,CSUD,demand_power,2019-04-01 00:00:00,-4763060.25
Power,CSUD,demand_power,2019-04-01 01:00:00,-4482475.25
Power,CSUD,demand_power,2019-04-01 02:00:00,-4299172.25
Power,CSUD,demand_power,2019-04-01 03:00:00,-4261157.0
Power,CSUD,demand_power,2019-04-01 04:00:00,-4393522.0
Power,CSUD,demand_power,2019-04-01 05:00:00,-4875192.0
Power,CSUD,demand_power,2019-04-01 06:00:00,-5223603.75
Power,CSUD,demand_power,2019-04-01 07:00:00,-5878430.75
Power,CSUD,demand_power,2019-04-01 08:00:00,-6276915.5
Power,CSUD,demand_power,2019-04-01 09:00:00,-5970486.5
Power,CSUD,demand_power,2019-04-01 10:00:00,-5782583.0
Power,CSUD,demand_power,2019-04-01 11:00:00,-5633251.0
Power,CSUD,demand_power,2019-04-01 12:00:00,-5618710.0
Power,CSUD,demand_power,2019-04-01 13:00:00,-5538608.5
Power,CSUD,demand_power,2019-04-01 14:00:00,-5613226.0
Power,CSUD,demand_power,2019-04-01 15:00:00,-5723422.0
Power,CSUD,demand_power,2019-04-01 16:00:00,-5704138.0
Power,CSUD,demand_power,2019-04-01 17:00:00,-5610521.0
Power,CSUD,demand_power,2019-04-01 18:00:00,-6054280.25
Power,CSUD,demand_power,2019-04-01 19:00:00,-6126158.0
Power,CSUD,demand_power,2019-04-01 20:00:00,-5674624.75
Power,CSUD,demand_power,2019-04-01 21:00:00,-5225871.75
Power,CSUD,demand_power,2019-04-01 22:00:00,-5148600.25
Power,CSUD,demand_power,2019-04-01 23:00:00,-4755364.25
Power,CSUD,demand_power,2019-04-02 00:00:00,-4461288.5
Power,CSUD,demand_power,2019-04-02 01:00:00,-4019238.75
Power,CSUD,demand_power,2019-04-02 02:00:00,-3852495.5
Power,CSUD,demand_power,2019-04-02 03:00:00,-3888568.25
Power,CSUD,demand_power,2019-04-02 04:00:00,-3979768.5
Power,CSUD,demand_power,2019-04-02 05:00:00,-4146840.5
Power,CSUD,demand_power,2019-04-02 06:00:00,-4425406.25
Power,CSUD,demand_power,2019-04-02 07:00:00,-4958643.5
Power,CSUD,demand_power,2019-04-02 08:00:00,-5236728.25
Power,CSUD,demand_power,2019-04-02 09:00:00,-5412353.25
Power,CSUD,demand_power,2019-04-02 10:00:00,-5302119.5
Power,CSUD,demand_power,2019-04-02 11:00:00,-5292655.25
Power,CSUD,demand_power,2019-04-02 12:00:00,-5142257.5
Power,CSUD,demand_power,2019-04-02 13:00:00,-4933449.0
Power,CSUD,demand_power,2019-04-02 14:00:00,-5168144.5
Power,CSUD,demand_power,2019-04-02 15:00:00,-5440717.25
Power,CSUD,demand_power,2019-04-02 16:00:00,-5708564.25
Power,CSUD,demand_power,2019-04-02 17:00:00,-5858769.0
Power,CSUD,demand_power,2019-04-02 18:00:00,-6313863.0
Power,CSUD,demand_power,2019-04-02 19:00:00,-6389276.75
Power,CSUD,demand_power,2019-04-02 20:00:00,-6096482.5
Power,CSUD,demand_power,2019-04-02 21:00:00,-5704868.5
Power,CSUD,demand_power,2019-04-02 22:00:00,-5282639.75
Power,CSUD,demand_power,2019-04-02 23:00:00,-4728194.75
Power,CSUD,demand_power,2019-04-03 00:00:00,-4496839.25
Power,CSUD,demand_power,2019-04-03 01:00:00,-4359066.25
Power,CSUD,demand_power,2019-04-03 02:00:00,-4378789.0
Power,CSUD,demand_power,2019-04-03 03:00:00,-4424184.25
Power,CSUD,demand_power,2019-04-03 04:00:00,-4759339.75
Power,CSUD,demand_power,2019-04-03 05:00:00,-5672136.0
Power,CSUD,demand_power,2019-04-03 06:00:00,-6563863.75
Power,CSUD,demand_power,2019-04-03 07:00:00,-7735202.75
Power,CSUD,demand_power,2019-04-03 08:00:00,-8206612.25
Power,CSUD,demand_power,2019-04-03 09:00:00,-8375455.0
Power,CSUD,demand_power,2019-04-03 10:00:00,-8137743.25
Power,CSUD,demand_power,2019-04-03 11:00:00,-7715340.0
Power,CSUD,demand_power,2019-04-03 12:00:00,-7447295.0
Power,CSUD,demand_power,2019-04-03 13:00:00,-7251469.5
Power,CSUD,demand_power,2019-04-03 14:00:00,-7235352.5
Power,CSUD,demand_power,2019-04-03 15:00:00,-7312025.0
Power,CSUD,demand_power,2019-04-03 16:00:00,-7182987.5
Power,CSUD,demand_power,2019-04-03 17:00:00,-7055463.25
Power,CSUD,demand_power,2019-04-03 18:00:00,-7205245.25
Power,CSUD,demand_power,2019-04-03 19:00:00,-7561151.5
Power,CSUD,demand_power,2019-04-03 20:00:00,-7168465.5
Power,CSUD,demand_power,2019-04-03 21:00:00,-6589923.75
Power,CSUD,demand_power,2019-04-03 22:00:00,-6034186.0
Power,CSUD,demand_power,2019-04-03 23:00:00,-5336871.5
Power,NORD,Trans:CNOR,2019-04-01 00:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 01:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 02:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 03:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 04:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 05:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 06:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 07:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 08:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 09:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 10:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 11:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 12:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 13:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 14:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 15:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 16:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 17:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 18:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 19:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 20:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 21:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 22:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-01 23:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 00:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 01:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 02:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 03:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 04:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 05:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 06:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 07:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 08:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 09:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 10:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 11:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 12:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 13:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 14:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 15:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 16:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 17:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 18:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 19:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 20:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 21:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 22:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-02 23:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 00:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 01:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 02:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 03:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 04:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 05:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 06:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 07:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 08:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 09:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 10:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 11:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 12:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 13:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 14:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 15:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 16:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 17:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 18:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 19:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 20:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 21:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 22:00:00,0.0
Power,NORD,Trans:CNOR,2019-04-03 23:00:00,0.0
Power,NORD,demand_power,2019-04-01 00:00:00,-15643141.0
Power,NORD,demand_power,2019-04-01 01:00:00,-15107056.5
Power,NORD,demand_power,2019-04-01 02:00:00,-14910948.75
Power,NORD,demand_power,2019-04-01 03:00:00,-14768836.5
Power,NORD,demand_power,2019-04-01 04:00:00,-15173730.5
Power,NORD,demand_power,2019-04-01 05:00:00,-16019544.25
Power,NORD,demand_power,2019-04-01 06:00:00,-17259011.0
Power,NORD,demand_power,2019-04-01 07:00:00,-18532827.25
Power,NORD,demand_power,2019-04-01 08:00:00,-19120634.75
Power,NORD,demand_power,2019-04-01 09:00:00,-19093909.0
Power,NORD,demand_power,2019-04-01 10:00:00,-19268987.0
Power,NORD,demand_power,2019-04-01 11:00:00,-18801800.5
Power,NORD,demand_power,2019-04-01 12:00:00,-18226819.75
Power,NORD,demand_power,2019-04-01 13:00:00,-18003256.75
Power,NORD,demand_power,2019-04-01 14:00:00,-17117452.0
Power,NORD,demand_power,2019-04-01 15:00:00,-17037219.5
Power,NORD,demand_power,2019-04-01 16:00:00,-16357330.5
Power,NORD,demand_power,2019-04-01 17:00:00,-17061077.75
Power,NORD,demand_power,2019-04-01 18:00:00,-18340848.5
Power,NORD,demand_power,2019-04-01 19:00:00,-18808287.5
Power,NORD,demand_power,2019-04-01 20:00:00,-17771063.0
Power,NORD,demand_power,2019-04-01 21:00:00,-16727577.25
Power,NORD,demand_power,2019-04-01 22:00:00,-15337485.0
Power,NORD,demand_power,2019-04-01 23:00:00,-14099055.25
Power,NORD,demand_power,2019-04-02 00:00:00,-13391019.75
Power,NORD,demand_power,2019-04-02 01:00:00,-13175014.0
Power,NORD,demand_power,2019-04-02 02:00:00,-13259903.5
Power,NORD,demand_power,2019-04-02 03:00:00,-13233113.0
Power,NORD,demand_power,2019-04-02 04:00:00,-13424470.0
Power,NORD,demand_power,2019-04-02 05:00:00,-13890100.5
Power,NORD,demand_power,2019-04-02 06:00:00,-14352784.75
Power,NORD,demand_power,2019-04-02 07:00:00,-15099254.5
Power,NORD,demand_power,2019-04-02 08:00:00,-16041732.25
Power,NORD,demand_power,2019-04-02 09:00:00,-16493511.75
Power,NORD,demand_power,2019-04-02 10:00:00,-17123126.25
Power,NORD,demand_power,2019-04-02 11:00:00,-17095870.25
Power,NORD,demand_power,2019-04-02 12:00:00,-15460484.25
Power,NORD,demand_power,2019-04-02 13:00:00,-14736460.0
Power,NORD,demand_power,2019-04-02 14:00:00,-13716264.75
Power,NORD,demand_power,2019-04-02 15:00:00,-13995260.0
Power,NORD,demand_power,2019-04-02 16:00:00,-15142672.25
Power,NORD,demand_power,2019-04-02 17:00:00,-15836178.0
Power,NORD,demand_power,2019-04-02 18:00:00,-17145909.0
Power,NORD,demand_power,2019-04-02 19:00:00,-17726758.25
Power,NORD,demand_power,2019-04-02 20:00:00,-17058418.75
Power,NORD,demand_power,2019-04-02 21:00:00,-15991972.0
Power,NORD,demand_power,2019-04-02 22:00:00,-14869910.25
Power,NORD,demand_power,2019-04-02 23:00:00,-14019372.25
Power,NORD,demand_power,2019-04-03 00:00:00,-13232907.0
Power,NORD,demand_power,2019-04-03 01:00:00,-13045423.0
Power,NORD,demand_power,2019-04-03 02:00:00,-13147142.5
Power,NORD,demand_power,2019-04-03 03:00:00,-13621049.25
Power,NORD,demand_power,2019-04-03 04:00:00,-15130047.0
Power,NORD,demand_power,2019-04-03 05:00:00,-18895952.5
Power,NORD,demand_power,2019-04-03 06:00:00,-22516372.5
Power,NORD,demand_power,2019-04-03 07:00:00,-25254604.75
Power,NORD,demand_power,2019-04-03 08:00:00,-25479008.5
Power,NORD,demand_power,2019-04-03 09:00:00,-25176975.5
Power,NORD,demand_power,2019-04-03 10:00:00,-24574057.75
Power,NORD,demand_power,2019-04-03 11:00:00,-23357155.25
Power,NORD,demand_power,2019-04-03 12:00:00,-23848765.0
Power,NORD,demand_power,2019-04-03 13:00:00,-24716780.5
Power,NORD,demand_power,2019-04-03 14:00:00,-24623362.75
Power,NORD,demand_power,2019-04-03 15:00:00,-24139763.25
Power,NORD,demand_power,2019-04-03 16:00:00,-23123942.5
Power,NORD,demand_power,2019-04-03 17:00:00,-22995165.25
Power,NORD,demand_power,2019-04-03 18:00:00,-23755889.0
Power,NORD,demand_power,2019-04-03 19:00:00,-23876815.75
Power,NORD,demand_power,2019-04-03 20:00:00,-22453444.75
Power,NORD,demand_power,2019-04-03 21:00:00,-20361428.25
Power,NORD,demand_power,2019-04-03 22:00:00,-18849059.5
Power,NORD,demand_power,2019-04-03 23:00:00,-17511703.0
Power,SARD,Trans:CNOR,2019-04-01 00:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 01:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 02:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 03:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 04:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 05:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 06:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 07:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 08:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 09:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 10:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 11:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 12:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 13:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 14:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 15:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 16:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 17:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 18:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 19:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 20:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 21:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 22:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-01 23:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 00:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 01:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 02:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 03:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 04:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 05:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 06:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 07:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 08:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 09:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 10:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 11:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 12:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 13:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 14:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 15:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 16:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 17:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 18:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 19:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 20:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 21:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 22:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-02 23:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 00:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 01:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 02:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 03:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 04:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 05:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 06:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 07:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 08:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 09:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 10:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 11:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 12:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 13:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 14:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 15:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 16:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 17:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 18:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 19:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 20:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 21:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 22:00:00,0.0
Power,SARD,Trans:CNOR,2019-04-03 23:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 00:00:00,-47614.459199999925
Power,SARD,Trans:CSUD,2019-04-01 01:00:00,-109944.70919999992
Power,SARD,Trans:CSUD,2019-04-01 02:00:00,-165268.45919999992
Power,SARD,Trans:CSUD,2019-04-01 03:00:00,-160326.42447199998
Power,SARD,Trans:CSUD,2019-04-01 04:00:00,-128252.7989520001
Power,SARD,Trans:CSUD,2019-04-01 05:00:00,-16142.667488000006
Power,SARD,Trans:CSUD,2019-04-01 06:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 07:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 08:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 09:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 10:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 11:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 12:00:00,-25260.935367999948
Power,SARD,Trans:CSUD,2019-04-01 13:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 14:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 15:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 16:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 17:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 18:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 19:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 20:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 21:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 22:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-01 23:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 00:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 01:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 02:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 03:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 04:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 05:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 06:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 07:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 08:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 09:00:00,-22446.209199999925
Power,SARD,Trans:CSUD,2019-04-02 10:00:00,-184423.45919999992
Power,SARD,Trans:CSUD,2019-04-02 11:00:00,-227379.06337599992
Power,SARD,Trans:CSUD,2019-04-02 12:00:00,-378612.5633759999
Power,SARD,Trans:CSUD,2019-04-02 13:00:00,-263258.5633759999
Power,SARD,Trans:CSUD,2019-04-02 14:00:00,-162913.57399199996
Power,SARD,Trans:CSUD,2019-04-02 15:00:00,-46087.88540799997
Power,SARD,Trans:CSUD,2019-04-02 16:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 17:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 18:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 19:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 20:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 21:00:00,0.0
Power,SARD,Trans:CSUD,2019-04-02 22:00:00,0.0
